Category,CategoryOfSequences_en,FXY1,Title_en,SubTitle_en,FXY2,ElementName_en,ElementDescription_en,Note_en,noteIDs,Status
07,Surface report sequences (land),307044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,301074,Ozone instrumentation - Dobson spectrophotometer,,,,Operational
07,Surface report sequences (land),307044,(Total ozone measurement from a Dobson ground-based spectrophotometer obtained from averaged observations),,307031,Ozone data - averaged observations,,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,001063,ICAO location indicator,CCCC,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,008079,Product status,METAR SPECI COR,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,002001,Type of station,AUTO,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,301011,"Year, month, day",YY,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,301012,"Hour, minute",GGgg,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,301023,Latitude/longitude (coarse accuracy),,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,007030,Height of station ground above mean sea level,,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,007031,Height of barometer above mean sea level,,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,007032,Height of sensor above local ground (or deck of marine platform),= 10 m (if the actual value is not available),,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,011001,Wind direction,ddd,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,011016,Extreme counterclockwise wind direction of a variable wind,dndndn,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,011017,Extreme clockwise wind direction of a variable wind,dxdxdx,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,008054,Qualifier for wind speed or wind gusts,P,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,011083,Wind speed,ff - km/h,(see Note 1),76,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,011084,Wind speed,ff - kt,(see Note 1),76,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,011002,Wind speed,ff - m/s,(see Note 1),76,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,008054,Qualifier for wind speed or wind gusts,P,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,011085,Maximum wind gust speed,fmfm - km/h,(see Note 2),75,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,011086,Maximum wind gust speed,fmfm - kt,(see Note 2),75,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,011041,Maximum wind gust speed,fmfm - m/s,(see Note 2),75,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,008054,Qualifier for wind speed or wind gusts,Set to missing (cancel),,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,007032,Height of sensor above local ground (or deck of marine platform),= 2 m (if the actual value is not available),,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,012023,Temperature,T'T' - Celsius,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,012024,Dewpoint temperature,T'dT'd - Celsius,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,007032,Height of sensor above local ground (or deck of marine platform),Set to missing (cancel),,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,010052,Altimeter setting (QNH),QPHPHPHPH,,,Operational
07,Surface report sequences (land),307045,"(Main part of METAR/SPECI), replacing 3 07 011",,020009,General weather indicator (TAF/METAR),CAVOK,,,Operational
07,Surface report sequences (land),307046,(METAR/SPECI visibility),,020060,Prevailing horizontal visibility,VVVV or VVVVNDV,,,Operational
07,Surface report sequences (land),307046,(METAR/SPECI visibility),,102000,Delayed replication of 2 descriptors,,,,Operational
07,Surface report sequences (land),307046,(METAR/SPECI visibility),,031001,Delayed descriptor replication factor,Up to 2,,,Operational
07,Surface report sequences (land),307046,(METAR/SPECI visibility),,005021,Bearing or azimuth,Direction of minimum visibility observed Dv,,,Operational
07,Surface report sequences (land),307046,(METAR/SPECI visibility),,020059,Minimum horizontal visibility,VNVNVNVN,,,Operational
07,Surface report sequences (land),307047,"(METAR/SPECI/TAF clouds), replacing 3 07 015",,105000,Delayed replication of 5 descriptors,,,,Operational
07,Surface report sequences (land),307047,"(METAR/SPECI/TAF clouds), replacing 3 07 015",,031001,Delayed descriptor replication factor,,,,Operational
07,Surface report sequences (land),307047,"(METAR/SPECI/TAF clouds), replacing 3 07 015",,008002,Vertical significance (surface observations),,,,Operational
07,Surface report sequences (land),307047,"(METAR/SPECI/TAF clouds), replacing 3 07 015",,020011,Cloud amount,NsNsNs,,,Operational
07,Surface report sequences (land),307047,"(METAR/SPECI/TAF clouds), replacing 3 07 015",,020012,Cloud type,CC,,,Operational
07,Surface report sequences (land),307047,"(METAR/SPECI/TAF clouds), replacing 3 07 015",,020013,Height of base of cloud,hshshs - m,,,Operational
07,Surface report sequences (land),307047,"(METAR/SPECI/TAF clouds), replacing 3 07 015",,020092,Height of base of cloud,hshshs - ft,,,Operational
07,Surface report sequences (land),307047,"(METAR/SPECI/TAF clouds), replacing 3 07 015",,020002,Vertical visibility,VVhshshs - m,,,Operational
07,Surface report sequences (land),307047,"(METAR/SPECI/TAF clouds), replacing 3 07 015",,020091,Vertical visibility,VVhshshs - ft,,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,008016,Change qualifier of a trend-type forecast or an aerodrome forecast,TTTTT NOSIG,,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,102000,Delayed replication of 2 descriptors,,,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,031001,Delayed descriptor replication factor,"= 0, 1 or 2",,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,008017,Qualifier of the time when the forecast change is expected,TT,,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,301012,"Hour, minute",GGgg,,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,112000,Delayed replication of 12 descriptors,,,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,031000,Short delayed descriptor replication factor,= 0 or 1,,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,007032,Height of sensor above local ground (or deck of marine platform),= 10 m (if the actual value is not available),,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,011001,Wind direction,ddd,,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,008054,Qualifier for wind speed or wind gusts,P,,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,011083,Wind speed,ff - km/h,(see Note 1),76,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,011084,Wind speed,ff - kt,(see Note 1),76,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,011002,Wind speed,ff - m/s,(see Note 1),76,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,008054,Qualifier for wind speed or wind gusts,P,,,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,011085,Maximum wind gust speed,fmfm - km/h,(see Note 2),75,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,011086,Maximum wind gust speed,fmfm - kt,(see Note 2),75,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,011041,Maximum wind gust speed,fmfm - m/s,(see Note 2),75,Operational
07,Surface report sequences (land),307048,"(Trend type forecast), replacing 3 07 018",,008054,Qualifier for wind speed or wind gusts,Set to missing (cancel),,,Operational
